420,1.367495
421,1.375023
422,1.357391
423,1.36562
424,1.32613
425,1.360675
426,1.347407
427,1.326107
428,1.300203
429,1.298296
430,1.28273
431,1.263636
432,1.255137
433,1.226975
434,1.250463
435,1.231301
436,1.217961
437,1.204294
438,1.190707
439,1.202834
440,1.191135
441,1.162243
442,1.165062
443,1.172007
444,1.148914
445,1.154236
446,1.130236
447,1.110427
448,1.109903
449,1.103148
450,1.096596
451,1.08996
452,1.075804
453,1.072286
454,1.051495
455,1.04522
456,1.052029
457,1.030631
458,1.027853
459,1.013542
460,1.005451
461,1.013361
462,1.007387
463,1.00642
464,0.9955893
465,0.9849548
466,0.9855144
467,0.9988307
468,1.000849
469,0.9778918
470,0.9671799
471,0.9578518
472,0.9422032
473,0.9562219
474,0.9498334
475,0.9496438
476,0.9451585
477,0.9281424
478,0.9379039
479,0.933937
480,0.9199667
481,0.9214406
482,0.911829
483,0.8967766
484,0.8836663
485,0.8648983
486,0.8560051
487,0.8371006
488,0.8051719
489,0.7757246
490,0.7623587
491,0.7309932
492,0.694405
493,0.6663203
494,0.6359356
495,0.5955437
496,0.5601526
497,0.5229717
498,0.4916569
499,0.4599019
500,0.4298203
501,0.3897066
502,0.3592587
503,0.3241991
504,0.2992339
505,0.2720778
506,0.244477
507,0.2205527
508,0.1960853
509,0.1743758
510,0.1549262
511,0.1371313
512,0.1197916
513,0.1025254
514,0.0884
515,0.0751638
516,0.0614
517,0.0509
518,0.0422
519,0.0339207
520,0.0274
521,0.0206
522,0.0168
523,0.0152
524,0.010403
525,0.00922
526,0.00698
527,0.0056
528,0.00585
529,0.0038
530,0.00519
531,0.00382
532,0.00252
533,0.0030681
534,0.00167
535,0.00252
536,0.00225
537,0.0037
538,0.00114
539,0.00157
540,0.00102
541,0.00105
542,0.00241
543,0.00288
544,0.00197
545,0.00095
546,0.00154
547,0.00144
548,0.00242
549,0.00161
550,0.00214
551,0.00127
552,-0.000602
553,0.00173
554,0.000576
555,0.0025
556,0.00263
557,0.00133
558,0.00114
559,0.000163
560,0.00205
561,0.00301
562,0.00224
563,0.00127
564,0.00145
565,0.00109
566,0.00133
567,0.00286
568,0.00171
569,0.00115
570,0.00116
571,0.000809
572,0.00155
573,0.00192
574,0.00205
575,0.00203
576,0.00118
577,0.00126
578,0.0015
579,0.00188
580,0.00177
581,0.00125
582,0.000766
583,0.00157
584,0.00128
585,0.00183
586,0.00201
587,0.00102
588,0.000672
589,0.00109
590,0.00155
591,0.0019
592,0.00193
593,0.00167
594,0.0017
595,0.00112
596,0.000891
597,0.00188
598,0.00237
599,0.00195
600,0.0011
601,0.00126
602,0.00113
603,0.00155
604,0.00165
605,0.00153
606,0.00101
607,0.00108
608,0.0014
609,0.00183
610,0.00161
611,0.00269
612,0.00114
613,0.000912
614,0.00159
615,0.00128
616,0.0015
617,0.00168
618,0.00194
619,0.00144
620,0.000958
621,0.00165
622,0.00161
623,0.00212
624,0.00161
625,0.00168
626,0.00179
627,0.000646
628,0.00155
629,0.00183
630,0.00218
631,0.00164
632,0.000877
633,0.00129
634,0.00136
635,0.00186
636,0.000813
637,0.00182
638,0.00158
639,0.00125
640,0.0017
641,0.00257
642,0.00162
643,0.0017
644,0.00159
645,0.00138
646,0.00173
647,0.00142
648,0.00157
649,0.00164
650,0.00144
651,0.0022
652,0.00182
653,0.00132
654,0.00238
655,0.00186
656,0.00158
657,0.00228
658,0.00192
659,0.00213
660,0.00216
661,0.00154
662,0.00145
663,0.00158
664,0.00196
665,0.00155
666,0.00135
667,0.00204
668,0.00157
669,0.00129
670,0.0012
671,0.00171
672,0.000723
673,0.0021
674,-0.000138
675,0.00179
676,0.00467
677,0.00192
678,0.00126
679,0.00168
680,0.00154
681,0.00123
682,0.00193
683,0.00174
684,0.00169
685,0.00105
686,0.00132
687,0.00157
688,0.00195
689,0.00204
690,0.00266
691,0.00153
692,0.000991
693,0.00161
694,0.00152
695,0.00223
696,0.00185
697,0.00105
698,0.00166
699,0.00113
700,0.00175
701,0.00206
702,0.0015
703,0.00145
704,0.00125
705,0.00111
706,0.00225
707,0.0015
708,0.0019
709,0.00128
710,0.00126
711,0.00159
712,0.00158
713,0.00139
714,0.00215
715,0.00178
716,0.00191
717,0.00152
718,0.00167
719,0.00213
720,0.00226
721,0.00163
722,0.00105
723,0.00108
724,0.0016
725,0.00199
