6.496748744	1.706596
6.463497398	1.717858
6.430588025	1.731487
6.398018678	1.74754
6.365780848	1.764864
6.333872734	1.778616
6.302286103	1.788444
6.271016122	1.799681
6.240061193	1.808256
6.209413471	1.822759
6.179071485	1.832799
6.149027635	1.842172
6.11927755	1.845003
6.089819933	1.850687
6.060650494	1.859189
6.031762092	1.857635
6.003150686	1.855657
5.97481519	1.862879
5.946748783	1.871702
5.918947649	1.879495
5.891410846	1.873914
5.864131848	1.88035
5.837109802	1.871467
5.810341095	1.868432
5.783816787	1.877043
5.757538894	1.876246
5.731503997	1.872578
5.70570612	1.868955
5.68014204	1.867354
5.654811173	1.861043
5.629710342	1.863545
5.604833898	1.856154
5.580178845	1.860228
5.55574224	1.849748
5.53152613	1.838817
5.507520208	1.829557
5.483726599	1.819886
5.460142501	1.821638
5.436760392	1.821062
5.41358478	1.814745
5.390608256	1.804139
5.367828268	1.784862
5.345244607	1.790529
5.322852465	1.776542
5.300651681	1.782601
5.278637567	1.770783
5.256807778	1.762158
5.23516222	1.748827
5.21369638	1.745575
5.192410204	1.735968
5.171301446	1.738218
5.150365759	1.728988
5.129601025	1.726021
5.109007262	1.720101
5.088580282	1.714579
5.068320138	1.710231
5.048222741	1.711622
5.028286137	1.713171
5.008510429	1.708025
4.988893677	1.708497
4.969431982	1.710762
4.95012549	1.707172
4.930970391	1.706174
4.911964913	1.711153
4.893109239	1.713485
4.874399692	1.714875
4.85583648	1.713527
4.837417896	1.715971
4.819140382	1.714685
4.801002325	1.728706
4.783003981	1.73917
4.765141911	1.73334
4.747416391	1.7337
4.729824058	1.730794
4.712365208	1.741803
4.695036551	1.748599
4.677836636	1.771977
4.660765786	1.766179
4.643822555	1.753508
4.627003791	1.754645
4.610309843	1.7617
4.593737624	1.766636
4.577287499	1.783429
4.560956447	1.794023
4.54474318	1.780055
4.528649736	1.78454
4.512669867	1.783656
4.496805636	1.784754
4.481055795	1.807644
4.465417502	1.807234
4.449889578	1.814002
4.434472444	1.812608
4.41916492	1.810065
4.403964278	1.809974
4.388870956	1.841874
4.373882279	1.851969
4.358997163	1.866858
4.344216062	1.830887
4.329537888	1.837434
4.314960071	1.83018
4.300481585	1.875223
4.28610438	1.886053
4.271822987	1.882773
4.257639372	1.841904
4.243552538	1.831286
4.229560054	1.84802
4.21566241	1.871753
4.201857221	1.886554
4.188144983	1.882378
4.174523355	1.864238
4.160991443	1.86302
4.147551139	1.859748
4.134197381	1.877182
4.120933445	1.875304
4.107755708	1.898862
4.094663333	1.883915
4.081656837	1.895825
4.068734043	1.884128
4.055895473	1.889023
4.043138989	1.904804
4.030465116	1.917112
4.017873055	1.902763
4.005360723	1.891908
3.992927366	1.908459
3.980573517	1.9101
3.968298416	1.938064
3.956100051	1.944351
3.94397896	1.933968
3.931933163	1.911064
3.919961964	1.929104
3.908067133	1.920042
3.896244272	1.957762
3.88449638	1.958099
3.872820328	1.952409
3.861215461	1.915394
3.849682324	1.944103
3.838220254	1.965896
3.826826237	1.985728
3.815503189	1.991151
3.804248118	1.95764
3.793061573	1.982811
3.781941777	1.952725
3.770889282	1.978954
3.75990234	1.991762
3.748981501	1.998963
3.738125047	2.012228
3.727333529	1.992531
3.716606367	1.943065
3.70594188	1.998643
3.695339521	1.997612
3.684800939	2.001471
3.674322295	1.99016
3.663905244	1.973752
3.653549246	1.955099
3.643252696	1.947227
3.633017212	1.974502
3.622839079	2.002075
3.612719921	1.995415
3.602659227	1.979636
3.592655453	1.962945
3.582709152	1.998002
3.572818801	1.957944
3.562984954	1.987502
3.553206109	1.999927
3.543482821	1.967537
3.533814616	1.964193
3.524200028	1.970046
3.514638612	1.98573
3.505131909	1.971325
3.495677482	1.967231
3.486274901	1.974671
3.476924716	1.976657
3.467625521	1.985905
3.458378829	1.971542
3.44918132	1.97107
3.440034511	2.004978
3.430938935	1.957999
3.421891329	2.005714
3.412893195	1.977706
3.403943194	2.036799
3.395042799	1.957399
3.386188828	2.032828
3.377383677	1.980625
3.368625115	1.976772
3.359912772	1.987183
3.351247191	1.975102
3.342627996	2.019686
